reading_id,device_id,timestamp,temperature_celsius,humidity_percent,motion_detected,battery_level_percent,signal_strength_dbm
133ca9cf-13f8-4789-b1e9-3b1a34b549be,405cacec-8774-49a9-b7d2-1e02ff01cf99,2023-04-14 09:40:39,,41.629250125886344,True,47.0,-66.0
4baf0f5e-a932-4094-93f2-8f11147f6570,bf3c4c06-4343-48bc-89fa-6a688fb5d27b,2023-08-31 07:06:08,26.230284834308776,49.82615890457345,False,0.0,
118a9d29-2f92-4996-99f1-95d014822f53,405cacec-8774-49a9-b7d2-1e02ff01cf99,2023-05-27 16:31:54,20.391265685881297,61.324055407092686,False,28.0,-41.0
15936f42-4d31-49b3-a187-8e933281f976,759cde66-bacf-43d0-8b1f-9163ce9ff57f,2023-11-30 21:12:14,20.486955463012638,,False,98.0,-52.0
4001570a-3312-4e73-8485-63a3aeee2302,ff50bde4-3825-47b8-9cab-cc97663f1c97,2023-02-05 08:59:44,21.334478798643442,39.22987299151227,False,4.0,
f1faf665-7115-43f3-92e8-9d1028711733,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,2023-05-07 20:15:52,22.665597727590267,42.744816955580845,False,0.0,-65.0
51397c06-a630-4d9d-bcb9-23f5f5edf382,1a2a73ed-562b-4f79-8374-59eef50bea63,2023-01-15 12:44:53,19.258778012164495,,False,66.0,-86.0
eada79a3-4970-4d9a-89ce-3cfb2339ba19,bdd640fb-0667-4ad1-9c80-317fa3b1799d,2023-10-26 17:00:45,23.04898334893578,185.15965031919075,False,92.0,-49.0
a5eea4a2-2cde-431f-9dce-8d9b5d96120d,28f49481-a0a0-4dc4-a720-9bdf1c11f735,2023-02-01 10:32:57,22.37818130496441,39.958905927938815,True,28.0,-46.0
d0b3d752-bb01-42a5-ac74-5800941c23fa,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2023-11-28 17:19:12,25.13264266035426,61.39856604361703,False,78.0,-56.0
047dd583-9344-4b2f-bba3-16688334e524,29a3b2e9-5d65-4441-9588-42dea2bc372f,2023-09-03 20:49:19,20.81673260705701,44.95649146059743,False,95.0,-85.0
