transaction_id,account_id,customer_id,transaction_date,transaction_amount,transaction_type,merchant_category,location_country,is_fraud
1b347de6-8b82-4db6-8cf7-825705261c59,9c191331-b7df-4eb9-9a1b-0257dd4d7474,90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,2023-08-10,43.82646124469382,Purchase,Retail,USA,False
41179726-1052-4f28-a415-003a98578afa,2d82fc21-3236-473f-9cfc-4b98618209e9,1a06cff0-73f5-4452-a899-25840ade0b41,2023-10-29,31.468274257927362,Online Transfer,Retail,CAN,False
caa7c04f-c2de-434a-a46d-87b83664fe70,42f4d7c1-1318-4d78-8215-821f28023812,1bc2197e-7df7-4791-a53e-62ba2dae62c0,2023-10-29,32.336500335857686,ATM Withdrawal,Groceries,DEU,False
dd47e704-675d-4e77-a538-35b09d645844,182cb1d3-e7da-44a6-997c-4d56fe55ca2c,4eab6bdd-7fb8-4b3e-8234-e83e0786bad1,2023-05-18,11.337237515986983,Purchase,Retail,USA,False
0c6ecafb-5d4d-4860-8847-5033be34aeb2,beb47aa2-6fd6-44ff-9092-3de0e2a721e9,85d0691c-33cd-4d56-843d-72db1bcb404c,2023-07-26,6.222964281573813,Purchase,Groceries,USA,False
5b76a06d-e3dc-47a1-a5af-66b6c2916d42,be849a19-9f3c-4ac3-9554-da125561f4a4,79ea5621-6614-43a7-b6c9-aeb22ae7dc19,2023-12-14,2.119040372929854,Purchase,Online Services,GBR,False
78a69002-da5e-4087-9711-8ab243785f05,d47de257-d76c-4100-8174-386d02f92c9c,aa7898aa-95b2-468b-ac92-275a68599dc4,2023-06-18,6.825648531602257,Purchase,,USA,False
ad2a583e-5ee8-4605-bb69-303acf1533af,917f06dc-cf55-4a94-aa4e-d9ce07c32150,341d85cd-c925-4285-abc8-906f34a91b86,2023-04-14,20.733550392889704,ATM Withdrawal,Online Services,USA,False
86f4ae8a-0e32-4e12-acc4-f7e28301c917,ebc19f82-6bed-4efa-b1c8-c87fb0e8db62,82fce908-17c3-45fc-b6b7-4e2748af7f10,2023-05-10,43.99575688609121,Purchase,Online Services,USA,False
44caab85-cb08-421f-9af6-fafe5673105b,fc4e6481-b1ad-4b8b-b3db-410405e263c7,667ae277-348f-4ce0-a03b-c183bd75f95c,2023-09-13,1.8042540015892565,ATM Withdrawal,Online Services,USA,False
bf106dd4-ab0e-43de-bccc-124bd2812b0b,e13c82d6-edeb-4757-8a7c-2c598e870678,fad3b44c-3b2d-4dc9-a2f3-2faea63fcf12,2023-01-16,35.749069039073774,Purchase,,USA,False
bc18e664-dc08-4358-b99e-a50f9bc12edd,30b797cb-27fa-457e-b414-54658cbb6714,03ad702e-216a-4bcf-a616-dde4b388300a,2023-07-19,5.451046419753165,Bill Payment,Online Services,DEU,False
72cd11ca-2336-4267-86eb-f5992df2c82f,d62814bf-874c-4983-8030-0bac38da5624,524ec63c-1ab4-4e05-bdc1-dda00619feb0,2023-12-22,13.395807004912031,Online Transfer,Retail,USA,False
7a4d349f-48ad-4106-b653-1d3235b3863e,361e8d10-e94b-4e51-a010-dd308e9db261,56cb1ab0-62fb-46d7-b4db-ca07e506f670,2023-12-07,6.568458615284534,Purchase,Entertainment,USA,False
ae96cb99-e944-4d3e-916c-48f3f8540b79,dd7edcf9-fbf0-4c30-9a61-73ed594a4f2e,48817b98-741f-4545-8e4c-01f676b1d8fa,2023-01-01,20.904343995334525,Purchase,Groceries,USA,False
7cee4e40-bafa-4118-91bb-f5d145860ec8,72be22b6-b074-4f1b-986d-b68a204affea,18e824e9-cb2f-4bc3-921b-f7334eada8d3,2024-02-19,29.179344074751306,Bill Payment,Groceries,USA,False
52822715-b3c5-43ef-b997-9c7f96e37c60,d8338894-2452-460d-a830-331b7d721ae1,2ad55c0b-69fb-4fe6-b346-1e07f72cb6c8,2023-11-01,159.61384340970818,Online Transfer,Online Services,USA,False
0b11770d-b12c-4b77-abb2-f6c1c1be9c4b,61c9e3d4-b2da-486e-aecf-dd43e8fabfb4,4b658517-1519-413c-a6c7-1f155bed83be,2024-02-07,34.48548301165028,ATM Withdrawal,Online Services,USA,False
2eb5073b-e5cb-4475-83b0-f80e8064b287,cc9ea702-e095-4016-8a41-e22a32caa4c4,e9ea8b10-3bd6-4a06-a22f-c33168518341,2024-03-29,139.96132656544913,Purchase,Groceries,FRA,False
f3bde14b-b221-44eb-99a2-19eaa8aa890a,8b75f3fd-4a65-4986-ab6e-803dc332fba9,dca261ea-d432-416a-b396-9a862a8daa45,2023-04-27,6.366744503370389,Purchase,Online Services,JPN,False
b3a99768-b304-47e4-923a-04beedd973fc,0c652ac0-66ba-4945-8455-f4ef63651ce9,1d447f41-79e9-44e1-bdc4-d680b3c95502,2023-10-08,61.17772067878592,Purchase,Online Services,JPN,False
3d69410c-1c65-4270-a831-b595ea71fc0e,99300e2b-36bd-4f09-9074-abea449534f7,e53e5f4c-6c7e-4a2c-867f-358ba48aa108,2024-02-13,151.13416544149007,Purchase,Retail,USA,False
a9789239-6d61-4c08-9b78-19429c57f9d8,e7269390-c235-45c0-816f-584add1b469d,a81d0ecf-c27f-469e-bebe-a834bfffd800,2023-04-21,7.668616729987304,Online Transfer,Retail,USA,False
a95d9448-ba98-4aef-8017-1c1a7101fcfc,d3b84f55-d9dc-492c-8674-4dbb88b03070,7f8a1fca-9ef1-4e4f-a2f0-77e330405cc4,2023-01-19,65.71388847282365,Purchase,Travel,JPN,False
3367c15e-f93c-4b06-8822-59fffcdc5ebf,64965ca5-6d8f-45e7-b348-c8b029e61c7b,b6eea1cf-8bec-4264-8340-55005f6bbc54,2023-12-05,11.631526112101806,Purchase,Fuel,USA,False
5be1c022-1361-4113-85db-1d9af19dba69,50426c91-2e72-4fd7-9360-85f910244401,2d6acdd4-5aeb-40f6-8faa-8036188a7f55,2024-01-12,25.435129927050458,Purchase,,USA,False
af54687b-612d-4c49-9bf2-f73fac55d30a,91f97c16-81b6-43bd-8846-8d499ac11a87,1b493710-38de-44f1-973d-18559a039d06,2024-03-16,35.93701198094193,Bill Payment,Retail,USA,False
972dbccb-3f6e-4786-9789-0011c1f96aea,c05c2cf8-1709-44cc-9ba1-f57c5c6aec85,2e44d349-9122-4311-b74e-5dff06906169,2023-11-09,30.695533229850074,Purchase,Groceries,USA,False
069eb35f-8a38-44af-999e-878fd1aaf53d,90b7054a-ffeb-4bb0-86c1-252f557eb4cc,7d7ddbed-d284-476c-ab88-f83dd97dc9cd,2023-10-01,28.194922971809042,Purchase,Groceries,USA,False
a5efd256-9588-422c-8b14-4f94c1e7c308,014212cc-d07b-454e-bd82-c6fd79c0009b,94a1eab0-b9c0-47aa-b289-f58b1923cafc,2023-12-14,127.22325955455655,Bill Payment,Retail,AUS,False
1415596f-f5c3-4837-9461-1d95c40a572d,ccb77f3b-d5af-42dd-a9f3-7bf1c52d50fd,5bf0e042-bf56-4386-a6e2-e3f47174bbc8,2023-07-01,41.44681295562718,Purchase,Online Services,USA,False
f0e5e518-6ef6-49af-b525-d69a54c63a92,e6f8df7d-47a4-4115-aeca-599cee88d132,5fcc997d-1cbb-404b-accd-a2af4d64bb63,2023-10-09,5.742358320221045,Purchase,Travel,GBR,False
73c5a96c-4d9f-48b1-a974-57d2cdc25249,38677af3-e077-4fce-8b03-1bc6dda4fad5,a83db2df-e4aa-412a-a682-13c7a525dcd0,2023-03-27,99.05387429426922,ATM Withdrawal,Retail,USA,False
8cac4e32-0c76-49e6-ac50-4267632251f1,1067374b-dfe7-4d18-aa24-eb01f7bff429,677f7c73-fd9b-4af3-9812-5123984f5a56,2023-06-06,5.860584986758682,ATM Withdrawal,Online Services,USA,True
d65cf074-e31a-4153-ad2c-56bb508fd69e,7c62f997-03c8-432f-8cd9-1ab2f1fe6e7c,d1f16485-429a-4a7c-8c80-d33aad5be3c8,2023-10-04,113.12386562709658,Bill Payment,Entertainment,CAN,False
6ae2ab28-d029-41d9-9c33-c99b18b67fb4,c65e23c7-9865-4bba-aea8-16ef624949a0,86879aa9-14f5-43d0-8991-2032df85c777,2023-12-25,98.10976452955782,Purchase,Online Services,AUS,False
c25ca547-793b-48e6-b9d9-55a8e9f35bca,ea61f108-53e8-4216-b36e-1870ed77dbd4,a46e47a2-b342-4968-8191-086be8a91aba,2023-04-29,37.0830065951672,Online Transfer,Retail,USA,False
276ba4cc-d61a-4d1b-b9d5-6a440ca641cd,6cccbb4d-6574-4d05-8832-8efbdc13d1b4,aed65001-b46d-4853-9126-ed1711958966,2023-05-21,2.2497984327932703,Online Transfer,Online Services,GBR,False
55fdc5aa-e2b9-4d9f-8485-7baa8a6d9425,b942c182-b897-4e3d-b0a3-b320cfffdd05,30bdf7be-5149-4675-8573-b517cb508544,2023-02-20,6.096059774074697,Purchase,Online Services,USA,False
a1fd1fb0-094c-4544-a81e-c4717dad6b7e,95686452-8156-4c6b-8dba-6cacf98473b6,cfa701cd-2631-400b-a6d7-94d30db95301,2024-02-29,36.03752586985233,Purchase,Travel,USA,False
f30e229a-80ec-42de-9bc3-0ae71302458d,3d70241c-ebed-4454-b383-d8aa21df423e,0ae95eb4-842a-4bac-ac7e-80ad29709912,2023-10-28,3.2384965299465023,Purchase,Retail,USA,False
3b23005a-5dab-4dcb-a9c8-dde4166f08cf,b47d14a0-009f-4bd9-aab9-af93ab8cd00e,1579bc24-3ffd-48f1-97e9-afe27d6448b2,2023-06-07,75.56187111396838,Online Transfer,Utilities,FRA,False
9142dadd-d0d0-405c-862c-2c9333357b7e,e0db9308-9844-4343-9fd3-efc0713b4281,84222f58-f022-44af-bb76-4637d277ab64,2023-07-16,3.143702682731821,Purchase,Utilities,USA,False
3fd9d7e7-7d15-4a16-87f0-53808c1f3cfb,0200eb7f-7e51-4fa2-a4d2-e86abaeb5ab7,f17aa7a9-243d-416d-8563-abbe51883a26,2023-12-04,13.450091346861765,Purchase,Fuel,USA,False
